Review ID,Month,Product Line,Star Rating,Review,Month_date,year
1188297,2022 / 01,HUMIDIFICATION-PHARMACY,1,"There is barely any mist that comes from this humidifier, and I`ve only used it a few times, and 1. the mist is so scarce you can barely see it 2. this humidifier makes no difference. I would invest In a better one if I could go back",1,2022
1188307,2022 / 01,HUMIDIFICATION-PHARMACY,5,"Legit &amp; easy to use, just drop in! :)",1,2022
1188308,2022 / 01,HUMIDIFICATION-PHARMACY,5,I used the product to help moisten the air in our room which was extremely dry and causing my husband nose bleeds. It has helped greatly.,1,2022
1188309,2022 / 01,HUMIDIFICATION-PHARMACY,5,Everything is goo its still working great,1,2022
1188312,2022 / 01,HUMIDIFICATION-PHARMACY,2,"1. it says, don`t use boiling water, just hot water from the tap. That doesn`t produce good enough steam to inhale.2.. The &amp;quot;mask&amp;quot; is rigid and doesn`t fit well to seal around the face/nose.3. The manual of the apparatus and Vicks pads say, literary, &amp;quot;Use me&amp;quot;. What is that - &amp;quot;Alice in wonderland&amp;quot;?",1,2022
1188322,2022 / 01,HUMIDIFICATION-PHARMACY,2,Previous humidifiers were stronger. I even called to complain of brochure. 1 line or 2 lines- which is stronger.,1,2022
1188325,2022 / 01,HUMIDIFICATION-PHARMACY,1,Amazon recommends buying this to use with a Pure Enrichment MistAire Ultrasonic Cool Mist Humidifier. This is an error. It is too big to fit into the fill hole in the reservoir.,1,2022
1188330,2022 / 01,HUMIDIFICATION-PHARMACY,5,The right price not too heavy when full of water...just what we needed. Low maintenance.,1,2022
1188343,2022 / 01,HUMIDIFICATION-PHARMACY,3,"Just not even CLOSE to just opening up a jar and smelling it! Just did not hardly even smell it, let alone have it help.",1,2022
1188344,2022 / 01,HUMIDIFICATION-PHARMACY,5,Love it,1,2022
1188345,2022 / 01,HUMIDIFICATION-PHARMACY,5,Very strong menthol. Really helps my sinuses,1,2022
1188352,2022 / 01,HUMIDIFICATION-PHARMACY,5,"Worked great fot3/4,,mohjtsover all exelcent product....",1,2022
1188359,2022 / 01,HUMIDIFICATION-PHARMACY,1,Didnt met expectations,1,2022
1188360,2022 / 01,HUMIDIFICATION-PHARMACY,5,"Tad noisey, but to be expected (like a white noise so not really a problem)Good tank size, lasts all night regardless of setting",1,2022
1188361,2022 / 01,HUMIDIFICATION-PHARMACY,5,This works great super easy to fill and very quiet has helped me alot,1,2022
1188362,2022 / 01,HUMIDIFICATION-PHARMACY,5,"Awesome humidifier. I have had this running almost constantly for over a week now, and it just keeps going. My 3 year old knows how to fill it (but he needs help to actually fill it), when to fill it, and how to work it. I love that you can adjust the intensity of the mist and that you can add the vapor pads. Made a huge difference when my son had a cough and I ran it overnight in his room - plus it is so quiet. The noise it does make is like white noise, versus a mechanical/electrical noise. It will run for 8 hours at least on high setting. I just wish I could order a couple more for other rooms as well.",1,2022
1188365,2022 / 01,HUMIDIFICATION-PHARMACY,4,Takes a while to warm up. Moderate steam generated. The scents are weak,1,2022
1188366,2022 / 01,HUMIDIFICATION-PHARMACY,5,Great for this with allergies or breathing troubles,1,2022
1188377,2022 / 01,HUMIDIFICATION-PHARMACY,4,"I like the humidifier, but I would like it better if there was some kind of filter to stop the buildup of minerals on the heating element. That part is very hard to clean.",1,2022
1188383,2022 / 01,HUMIDIFICATION-PHARMACY,1,Worthless - stopped working after a year.,1,2022
1188412,2022 / 01,HUMIDIFICATION-PHARMACY,1,Stopped working after a month. Ran water everywhere.,1,2022
1188426,2022 / 01,HUMIDIFICATION-PHARMACY,5,"Or household got Covid and my 5 month old son has been struggling with nasal congestion. Since hes too young for traditional medications, weve leaned on the VapoPads for helping him breathe at night. As much as the price seems exorbitant, theyve been priceless for how much relief theyve given him. Well be keeping a supply on-hand at all times until hes old enough for the regular Vicks rub.",1,2022
1188444,2022 / 01,HUMIDIFICATION-PHARMACY,5,Si me agrada .,1,2022
1188449,2022 / 01,HUMIDIFICATION-PHARMACY,4,"The noise can be heard, but acceptable.ANd it is quite easy to use. Totall good.",1,2022
1188450,2022 / 01,HUMIDIFICATION-PHARMACY,3,The steam comes out very low &amp; its not very quiet,1,2022
1188451,2022 / 01,HUMIDIFICATION-PHARMACY,5,"Totally silent, doesn`t take up much room, easy to clean and fill. Just what we wanted. Have not had it long, so do not its reliability, but it looks good.",1,2022
1188470,2022 / 01,HUMIDIFICATION-PHARMACY,1,I bought the Aqua Oasis humidifier. When I saw it on Amazon it recommended I buy this to keep my humidifier tank clean inside. I thought it was as great idea and I thought it would kinda cute to have. I received the humidifier yesterday and I got everything out and read the directions and looked things over. I start to realize that this fish isnt going to fit in the opening of the tank. There was NO WAY this product was getting in this tank what so ever!! If your going to recommend a product along with another make sure it can be used together. Im really disappointed! I dont know how or who makes these recommendations but it needs to be fixed. I know its a small thing but it could happen on a bigger purchase for someone else. I gave it to my sister so she could use it in her humidifier.,1,2022
1188471,2022 / 01,HUMIDIFICATION-PHARMACY,1,I obviously did not read enough about this before spending my money. It is literally a enclosed plastic cup that you lay the vics pad in and add hot water to. There was no benefit for me and I could have breathed over a hot cup of water for free!! I wish I had not wasted my money!! I don`t know how this is considered a steamer there was no steam.,1,2022
1188476,2022 / 01,HUMIDIFICATION-PHARMACY,1,"This product is a waste of money. The top is not well fitting and it doesn`t do what it should. I couldn`t smell the vapors, I had to hold the unit right up to my nose to even smell it. I think a plug in air freshener would provide a stronger smell. Don`t bother with this.",1,2022
1188483,2022 / 01,HUMIDIFICATION-PHARMACY,1,will when it come off my credit card,1,2022
1188485,2022 / 01,HUMIDIFICATION-PHARMACY,1,Anonymous User did not leave a review,1,2022
1188498,2022 / 01,HUMIDIFICATION-PHARMACY,1,Not working and steam is not coming even after putting salt as it is said on the label,1,2022
1188507,2022 / 01,HUMIDIFICATION-PHARMACY,2,it did great adding humidity to the air but ever couple of minutes it sents an air buble through the tank that is super noisy. it makes it impossible to sleep with in your bedroom. maybe better in a different room in the house,1,2022
1188522,2022 / 01,HUMIDIFICATION-PHARMACY,5,"It`s great, works well, very quiet. Be prepared to fill it at least once a day or more depending how you have it set.",1,2022
1188524,2022 / 01,HUMIDIFICATION-PHARMACY,5,"Works as advertised, thanks.",1,2022
1188531,2022 / 01,HUMIDIFICATION-PHARMACY,1,Bought what I thought was a new product. When I received it the box was damaged. Took the unit out and it had used Vicks pads still in it.,1,2022
1188542,2022 / 01,HUMIDIFICATION-PHARMACY,1,Barely smelled,1,2022
1188549,2022 / 01,HUMIDIFICATION-PHARMACY,4,"I have a smaller Pure humidifier in my son`s nursery with a twist off opening at the bottom which wasn`t wide enough to get the fish in. Otherwise, I think it would`ve worked great. Will be exchanging for a smaller option",1,2022
1188550,2022 / 01,HUMIDIFICATION-PHARMACY,5,"Ive used these for years to maintain the quality of the humidifiers water. I still use distilled water. This fish design is difficult to find, and expensive, but it definitely keeps the distilled water free from scale and slime and eliminates hard water build up. Whether you have a replacement filter or not, this is a good addition to maintain the distilled water.",1,2022
1188552,2022 / 01,HUMIDIFICATION-PHARMACY,5,"It fit perfectly, and it works great in humidifying the air in our small Vicks humidifier.",1,2022
1188554,2022 / 01,HUMIDIFICATION-PHARMACY,5,"Does a good job, just the fill cap gasket seems to expand over time .",1,2022
1188555,2022 / 01,HUMIDIFICATION-PHARMACY,5,Works great as I expected,1,2022
1188564,2022 / 01,HUMIDIFICATION-PHARMACY,1,Barely smelled,1,2022
1188573,2022 / 01,HUMIDIFICATION-PHARMACY,5,Used one of these last year and I`m convinced it helped keep my humidifier cleaner longer. Plus it`s so dang cute! All my friends get a hoot out of coming to see my &amp;quot;aquarium!&amp;quot;,1,2022
1188574,2022 / 01,HUMIDIFICATION-PHARMACY,1,"Same problem as everyone else, I foolishly believed it would work with a humidifier as pictured but instead it is too large and when I applied any force to try and squeeze it in it immediately popped open and spilled the little balls everywhere. Waste of money, shouldnt have bought it",1,2022
1188575,2022 / 01,HUMIDIFICATION-PHARMACY,2,"Like many reviewers, my unit stopped working after 3 weeks. I registered for a warranty online (get info off the box) and they are sending me a replacement. This seems to be the best solution for the issues with this product. Hopefully the second one will work longer but I`ll keep getting replacements if it continues to happen.",1,2022
1188576,2022 / 01,HUMIDIFICATION-PHARMACY,1,Ited. Stopped working after 2 months. worked well while it last,1,2022
1188577,2022 / 01,HUMIDIFICATION-PHARMACY,5,"Each of us in our family have allergies and us this humidifier at night works wonders. I sleep so much better. Both my daughters are married and they now have purchased the exact same humidifier. They find they sleep much better and their allergies are not acting up. My husband even has a separate one in his bedroom. what a great humifier. It`s easy to use, clean, setup and quiet as a mouse at night when you sleep.",1,2022
1188578,2022 / 01,HUMIDIFICATION-PHARMACY,1,"If you need a nebulizer or steam therapy, youve come to the wrong place. The design of this thing in no way produces steam. Its trash and will just add to landfill around the world. You are better off putting a pot of boiling water on the stove and inhaling the steam for a few minutes. This is a cheaply made, useless and deceiving contraption.",1,2022
1188585,2022 / 01,HUMIDIFICATION-PHARMACY,1,"BURNT Hand!Please read this before buying. Avoid this product. The design is the worst in todays time! Hot scalding water is not contained properly. This has caused a 2nd degree burn on one hand after a slight tilt poured hot burning liquid on my hand.Have reached out to CPSC to ban this product. Very dangerous with kids around. For your safety and your dear ones, avoid this. Go buy a cold water vapor system.Legal action will follow.Highly irresponsible of the company to continue this product design.Wont post gross burn pics here but I have documented the pics to present to CPSC.",1,2022
1188598,2022 / 01,HUMIDIFICATION-PHARMACY,5,Anonymous User did not leave a review,1,2022
1188599,2022 / 01,HUMIDIFICATION-PHARMACY,5,"This is a great humidifier, easy to fill. like the little scent pads, use essential oil on them. Have bought 2 and would buy again.",1,2022
1188600,2022 / 01,HUMIDIFICATION-PHARMACY,1,"Garbage, impossible to fill, impossible to cary, impossible to clean. Fits awkwardly on any surface. Barely emits vapor. Garbage, garbage, garbage.",1,2022
1188601,2022 / 01,HUMIDIFICATION-PHARMACY,1,"Puts out very little vapour, it takes my room from 20%RH to 30% If Im lucky. Plus you cant turn the green night light out. Spend a little more and get something better.",1,2022
1188619,2022 / 01,HUMIDIFICATION-PHARMACY,5,I like that it is quiet and if I could tweak it a bit I would like it to have led and a bit bigger water capacity,1,2022
1188620,2022 / 01,HUMIDIFICATION-PHARMACY,5,Buy it,1,2022
1188630,2022 / 01,HUMIDIFICATION-PHARMACY,5,great service and communication A++++++,1,2022
1188637,2022 / 01,HUMIDIFICATION-PHARMACY,5,Keeping mould and other things from growing in humidifiers water tanks is a challenge. I was sceptical that these would work. I was wrong. These really do the job.,1,2022
1188649,2022 / 01,HUMIDIFICATION-PHARMACY,1,I bought this humidifier and it worked wonderful the first day. The second day it leaked out from every crevice. I had put a towel under the humidifier and the towel was saturated within a few hours. It stained my wooden table. Very disappointed and I returned it right away.,1,2022
1188650,2022 / 01,HUMIDIFICATION-PHARMACY,2,It will burn your face,1,2022
1188651,2022 / 01,HUMIDIFICATION-PHARMACY,2,Worked great for one year.,1,2022
1188652,2022 / 01,HUMIDIFICATION-PHARMACY,5,"I have been waiting for this for weeks, they were out of stock, so I finally got it couple days ago and I had bought an equivalent at the local brick and mortar store, unfortunately the equivalent version gave off a strange acetone smell in the water, so I just threw it away. This Vicks humidifier, is silent, non-smelly, and humidifies. It is one of five humidifiers that I have in the living room, and I love that it is so cheap, so useful, so perfect for a dry room in the winter. I earlier had bought an evaporative humidifier not knowing that it would actually lower the temperature in the winter and actually make it colder and chillier. So now that I have this Vicks vaporizer, with the hygrometer in front of me so I can see the change, it is effective and it does not make the room colder. I cannot recommend it enough. So happy I got this. Unbelievable at the price.",1,2022
1188653,2022 / 01,HUMIDIFICATION-PHARMACY,2,"Other then the light on and noise, idk if this is really working. Little to no steam.???",1,2022
1188663,2022 / 01,HUMIDIFICATION-PHARMACY,1,"Received damaged and opened product, missing some of the packets from the Vicks boxes. Definitely not a value if I cant use what I paid for!",1,2022
1188670,2022 / 01,HUMIDIFICATION-PHARMACY,5,"Works, well, gets the job done. Have used this model for years.",1,2022
1188672,2022 / 01,HUMIDIFICATION-PHARMACY,5,"Holds a lot of water and last for almost 3days only running it at night, love it!!",1,2022
1188691,2022 / 01,HUMIDIFICATION-PHARMACY,5,I like this,1,2022
1188693,2022 / 01,HUMIDIFICATION-PHARMACY,5,"Loved the size. Perfect for a bedroom, my use.",1,2022
1188711,2022 / 01,HUMIDIFICATION-PHARMACY,5,Great to have a fish in my humidifer!,1,2022
1188712,2022 / 01,HUMIDIFICATION-PHARMACY,5,It does help. I`m happy with it.,1,2022
1188715,2022 / 01,HUMIDIFICATION-PHARMACY,5,"Bought for a bedroom, since the house is heated with forced hot air, causing very low humidity levels. My main concern was ease of cleaning and thus far I`ve had no problems cleaning the unit. I am using distilled water which seems to lessen the frequency of cleanings.During the initial few days there was a constant gurgling sound occurring every few minutes. First impressions were &amp;quot;this is going to be difficult to sleep with&amp;quot;. After a week or so, the gurgling had ceased; the only sound after six+ weeks of ownership is the release of the mist which does not interfere with sleep.The unit performs quite well in a medium sized bedroom and increases the room moisture to an adequate level. Would recommend.",1,2022
1188716,2022 / 01,HUMIDIFICATION-PHARMACY,1,Waste!!! Basically a plastic cup!!!! The description said it was powered by battery. It isnt!!!! Like I said just a cup!!!! Dont buy!!!!,1,2022
1188737,2022 / 01,HUMIDIFICATION-PHARMACY,4,"It works well, just wish it had a little more steam. Overall Id recommend it.",1,2022
1188738,2022 / 01,HUMIDIFICATION-PHARMACY,5,Someone recommended this to me when I was down with covid to help with congestion. Holy cow was this a gift sent from heaven. I highly recommend. It helped relieve my severe congestion and I look forward to having this beauty to help with colds and allergies. Very helpful device.,1,2022
1188739,2022 / 01,HUMIDIFICATION-PHARMACY,4,Great for kids room,1,2022
1188740,2022 / 01,HUMIDIFICATION-PHARMACY,5,Very quiet and easy to use.,1,2022
1188741,2022 / 01,HUMIDIFICATION-PHARMACY,5,Works like a charm,1,2022
1188742,2022 / 01,HUMIDIFICATION-PHARMACY,5,"This is the third humidifier I`ve used over the years and so far it`s the best. It`s small which is perfect for my needs. Some ppl find it difficult to clean but I don`t. I firmly press some packaging tape over the hole in the top, turn it upside down and fill the space with white vinegar and let it set for 20 min or so. I`ve never had any mold or mildew with this machine. It`s quiet as well so I can sleep w/o any problem.",1,2022
1188743,2022 / 01,HUMIDIFICATION-PHARMACY,4,Good vslue not fancy but works nicely,1,2022
1188757,2022 / 01,HUMIDIFICATION-PHARMACY,1,"I was ordering a humidifier. Amazon suggested I buy 3 products at the same time. So, I did. This was one of the products as were 2 humidifiers. When I recieved them I found this would not go in either one. I could not return it because I had to destroy the packaging and I had thrown the packaging away a day before I had I was setting up my new humidifiers",1,2022
1188759,2022 / 01,HUMIDIFICATION-PHARMACY,1,"This unit is an inexpensive piece of garbage. It ran three time, now it leaks from the water tank from both the o-ring area as well as the rubber stopper in the bottom. Woke up to a nightstand dripping with water and an empty tank.",1,2022
1188776,2022 / 01,HUMIDIFICATION-PHARMACY,5,"Excellent little humidifier. Ive had this on all night and with a full tank it lasted through 10 hours with 1/3 of the water still left. I love that you can control how much moisture is released and that you can see the vapor. I ran mine between 50% and 80% last night, fluctuating depending on my amount of congestion. Because it is a filterless machine, there is one less thing to worry about with maintenance.",1,2022
1188779,2022 / 01,HUMIDIFICATION-PHARMACY,5,Works great! It really helps you breath better at night,1,2022
1188780,2022 / 01,HUMIDIFICATION-PHARMACY,1,I bought this less than 2 months ago. One time it leaked all over the floor and happened again awhile later.,1,2022
1188783,2022 / 01,HUMIDIFICATION-PHARMACY,4,I love the compact size and the scent of Vicks really helped open my nasal passages when I was sick and congested. The only con: there is no on/off button. You must unplug unit completely when you don't want to have it on.,1,2022
1188785,2022 / 01,HUMIDIFICATION-PHARMACY,5,Hubby`s choice and he loves it.,1,2022
1188788,2022 / 01,HUMIDIFICATION-PHARMACY,5,He protecHe clean tankHe swim aroundAnd stop the stank,1,2022
1188794,2022 / 01,HUMIDIFICATION-PHARMACY,5,Excellent product,1,2022
1188800,2022 / 01,HUMIDIFICATION-PHARMACY,3,"Works ok I guess. I cant tell if it is making any difference. Visible steam may depend on how hard your water is, hence adding salt. My issue is that it is bulky and clunky and mostly that there is no easy way to get all the water and debris out. (it accumulates black debris from hard water minerals).",1,2022
1188801,2022 / 01,HUMIDIFICATION-PHARMACY,5,Good value work as expected,1,2022
1188802,2022 / 01,HUMIDIFICATION-PHARMACY,2,hard to carry and fit in to casing. Doesnt sit as well as old model Does hola a bit more water itseems,1,2022
1188808,2022 / 01,HUMIDIFICATION-PHARMACY,5,Its clear my nose for better breathing,1,2022
1188822,2022 / 01,HUMIDIFICATION-PHARMACY,3,I loved it until it stopped working 7 months in :(,1,2022
1188823,2022 / 01,HUMIDIFICATION-PHARMACY,5,Great item simple setup and gives off a nice misting amount,1,2022
1188829,2022 / 01,HUMIDIFICATION-PHARMACY,4,You get a good nights sleep with. Does anyone else have crazy dreams too?,1,2022
1188845,2022 / 01,HUMIDIFICATION-PHARMACY,1,"Do NOT waste your $$ money $$ on this product....there is NO steam, whatsoever, coming from this product, despite adjusting the steam intensity and waiting patiently for the product to heat up and begin making steam....this product has been used correctly and all instructions have been followed prior to using it....I would NOT recommend this product to anyone....it deserves a zero star rating....This product was purchased on 08/29/2021 and received on 09/01/2021....this product was purchased specifically to have on hand in case of respiratory illness....I was diagnosed with Covid-19, Influenza A and double pneumonia on 01/11/2022....first time attempting to use this product was on 01/11/2022....what a disappointment....the product itself comes with a 1-year warranty....the manufacturer, Helen of Troy, was contacted via e-mail correspondence, being alerted to the defective product....now, read this part very carefully....they requested that the Covid-19 infected defective product be sent back to them....are you kidding me....first of all, I am shocked that any company would even ask for a product that has been infected with Covid-19 to be returned to them....wow, just wow....this just leaves me completely speechless....there is no wonder that this virus is spreading like a wild fire, infecting and killing more and more individuals each and every day....very few are taking this virus seriously, with this company being one of them....this is really sad....our medical community is overwhelmed, overworked and exhausted....why you want to potentially cause others to be infected really disgusts me....this company seriously needs to re-evaluate its priorities, placing consumer and employee safety above everything....and, if this is part of the company policy, then the company policy needs to be revised, effective immediately....what will you do with the Covid-19 infected defective product?....what are your plans?....the answer to that is simple....the company will repair, recycle, reuse and resell the product....extremely disgusted is an understatement....And, NO, I did NOT send this Covid-19 infected defective product back to the company as they requested....for everyones safety, I simply wrapped it in plastic and tossed it in the garbage....I informed the company of my actions and informed them that there would be no further correspondence....companies that conduct business in this manner will NEVER receive my business again, now or in the future....DISGUSTED is an understatement!!!!!!!",1,2022
1188850,2022 / 01,HUMIDIFICATION-PHARMACY,5,It keeps my humidifier cleaner longer,1,2022
1188854,2022 / 01,HUMIDIFICATION-PHARMACY,4,"Easy to use. This tank has a wide opening which makes it easy to fill &amp; easy to clean. Can easily get to all parts for cleaning. I typically need to refill it daily. Small unit, good for bedroom. Low setting is fine for a small room, but larger rooms need the high setting. This will not work well for a large living room area, though. Ive had mine for years with no leaking. I noticed that when cleaned with chemicals you will smell the residual chemicals during the next use. (Because of the heater in it maybe?) Not with soap &amp; water, though.",1,2022
1188855,2022 / 01,HUMIDIFICATION-PHARMACY,1,I could not wait to get this item but it does not stay working and one of the things it says to do is to add salt to the water... Be careful it will boil but then this only lasts a few minutes and then it`s back to not producing any steam.,1,2022
1188866,2022 / 01,HUMIDIFICATION-PHARMACY,3,I bought these for the humidifier that was pictured. They don`t fit in the whole to put it in the tank.,1,2022
1188867,2022 / 01,HUMIDIFICATION-PHARMACY,1,I have tried this &amp;quot;Protec PC-1C-BX Continuous Cleaning Cartridge&amp;quot; 3 times in the last 3 months and it does NOTHING to help keep my filters clean. It does NOT work at all as advertised and it does NOT keep my filters clean for any longer than with out one of these useless cartidges. What a complete waste of money!! FALSE advertising!!! I am VERY disappointed!!!,1,2022
1188868,2022 / 01,HUMIDIFICATION-PHARMACY,5,"I read mixed reviews about this little vaporizer and decided to give it a try for it being less than $20. So glad I did!! It works great, it really smells once the unit gets warmed up and makes a difference. I can smell it throughout my whole room. I love how theres also many different type of pads you can use with it, not just for when youre sick. It will work better when you have more humidity in your air per the box, so maybe the people complaining dont have enough humidity. I loved it so much I bought 2 more. Great product!",1,2022
1188869,2022 / 01,HUMIDIFICATION-PHARMACY,4,I liked the value of the 3 pack. When I opened the box and removed the first filter there was a definite odor. I ran my humidifier and the odor permeated the room. I feel in time the odor will dissipate.,1,2022
1188872,2022 / 01,HUMIDIFICATION-PHARMACY,4,The older models were of better quality. The plastic is very cheap. The reservoir for the Vicks steam is too big and doesnt work like the former model.,1,2022
1188877,2022 / 01,HUMIDIFICATION-PHARMACY,1,A year ago I bought 3 of those. They were exactly what I was looking for - big enough for large bedrooms and had a wide opening for easy cleaning. One by one they started being super noisy and one by one just stopped working.,1,2022
1188878,2022 / 01,HUMIDIFICATION-PHARMACY,5,Recommend using with vicks pad things,1,2022
1188879,2022 / 01,HUMIDIFICATION-PHARMACY,5,Love it,1,2022
1188882,2022 / 01,HUMIDIFICATION-PHARMACY,1,"Really doesn't do much to help my sinuses. The refills are very expensive too. Also, I'm not a fan of the bright green light. I thought it would help with my dry sinus issue and it has not done anything but create a light scent of Vicks vapor rub.",1,2022
