Review ID,Month,Product Line,Star Rating,Review,Month_date,year
1101533,2021 / 01,HUMIDIFICATION-PHARMACY,5,I really enjoy this product. Its silent and auto shut off. I just received it aunt Ive been using non stop since. Might purchase another one.,1,2021
1101547,2021 / 01,HUMIDIFICATION-PHARMACY,5,"Helps with keeping the air from drying out from my furnace, helping my overall breathing. I didnt realize it had a vapopad in it and I think I threw it out so be careful.",1,2021
1101550,2021 / 01,HUMIDIFICATION-PHARMACY,1,"My husband and I were congested so I bought this in place of a humidifier. I used both vicks pads that come in it, and we put it on max & didnt smell it at all. Not worth the money.",1,2021
1101561,2021 / 01,HUMIDIFICATION-PHARMACY,4,"Great product. Wish they were scented more, they dont seem to last an entire night and they are little pricey.",1,2021
1101562,2021 / 01,HUMIDIFICATION-PHARMACY,5,"These pads work great to help with my daughter`s congestion. Word of caution, however: when I ordered these through the normal process, I got the correct item. Through Subscribe and Save, I got the regular pads instead of the lavender/rosemary ones. Not worth returning, but I definitely canceled the subscription.",1,2021
1101571,2021 / 01,HUMIDIFICATION-PHARMACY,3,"Works well, but there are a few issues with leaking. There is nothing that locks the tank into the bottom of the humidifier so when the water from the tank drips into the bottom of the machine, nothing is sealing that water off. Which means every time you move the humidifier or bump it slightly get ready for leaking everywhere.",1,2021
1101583,2021 / 01,HUMIDIFICATION-PHARMACY,1,Eso es todo una estafa no sive para dada,1,2021
1101587,2021 / 01,HUMIDIFICATION-PHARMACY,5,this is a great vaporizer use it every day,1,2021
1101592,2021 / 01,HUMIDIFICATION-PHARMACY,5,Very comforting,1,2021
1101593,2021 / 01,HUMIDIFICATION-PHARMACY,5,Exactly what I needed to for my Vicks Inhaler.,1,2021
1101605,2021 / 01,HUMIDIFICATION-PHARMACY,5,Absolutely love this humidifier!It says its for a small room but we use it in a large room and its wonderful. Its not loud at all and the light is perfect in place of a night light. Its great because it doesnt have a filter.We did leave it on high once for a day and it filled up the entire house with a lot of humidity!!But that can be changed by the setting. Of all the humidifiers we have had- this one has been the best!! Love it and would buy this again!,1,2021
1101607,2021 / 01,HUMIDIFICATION-PHARMACY,5,My husband and I have sinus problems . When they get bad we use this it helps a lot.,1,2021
1101617,2021 / 01,HUMIDIFICATION-PHARMACY,5,Used it with my humidifier and it worked great,1,2021
1101621,2021 / 01,HUMIDIFICATION-PHARMACY,5,Super portable! Grab n go when I travel too.,1,2021
1101622,2021 / 01,HUMIDIFICATION-PHARMACY,5,It works fine but do not think am NOT getting effective use of medicine cup it is not getting enough heat or able to disperse the oils I am using into the air flow just evaporatesGet better cleaning of scale by using baking soda instead of salt . . Salt builds crystals and baking soda remains scale,1,2021
1101623,2021 / 01,HUMIDIFICATION-PHARMACY,3,Worked perfectly for 2 winters. Now it makes a loud buzzing sound. Took it apart and cleaned the dust off and its still sounds like I`m going on a loud car trip.,1,2021
1101629,2021 / 01,HUMIDIFICATION-PHARMACY,4,This vapor producing machine is UTTERLY SILENT and will add moisture to your bedroom air all night long!,1,2021
1101630,2021 / 01,HUMIDIFICATION-PHARMACY,5,"This is such an affordable solution to my winter issues, namely dry skin and sinuses. It`s very easy to use and very easy to clean. The unit makes a soft sound that is similar to a white noise machine, which is very soothing when trying to fall asleep. So far I have not seen evidence of leaking, but I keep it on a tray just in case (actually I am using a baking dish and it works great). If you have hard water, I recommend cleaning twice a week because the calcification will end up harming the heating element if you let it build up too much.",1,2021
1101631,2021 / 01,HUMIDIFICATION-PHARMACY,2,The sound is too aloud at night,1,2021
1101635,2021 / 01,HUMIDIFICATION-PHARMACY,5,"Easy to use. Steam is nice and warm. Wife and I have been using this to help our dry and stuffy nose and it helps with wifes chronic bronchitis. Overall, helpful to have in our home. It looks durable and easy to clean. Thanks.",1,2021
1101664,2021 / 01,HUMIDIFICATION-PHARMACY,5,Rating provided by a verified purchaser,1,2021
1101665,2021 / 01,HUMIDIFICATION-PHARMACY,5,This humidifier works great. It sends out moist air thru a very quite fan that you canu2019t see instead of a vapor mist which doesnu2019t spread far. It covers our large bedroom and the reservoir only needs refilling every other night. Definitely worth it.,1,2021
1101679,2021 / 01,HUMIDIFICATION-PHARMACY,5,The item is a gift. She stated it works fine.,1,2021
1101698,2021 / 01,HUMIDIFICATION-PHARMACY,5,I thought it was smaller but it works great :),1,2021
1101708,2021 / 01,HUMIDIFICATION-PHARMACY,5,[This review was collected as part of a promotion.] I use this in my humidifier and I get the relief I need. I enjoy the smell from this. It doesn`t bother my allergies or sinuses. It definitely helps my cough and dry throat. And it can be used every day if I need to.,1,2021
1101709,2021 / 01,HUMIDIFICATION-PHARMACY,1,"We do like Vicks products so we bought two of this vaporizer for our newborn however with this specific item was different. It does work couple of times and then it seems like needing more salt, we added salt accordingly to the manufacture manual and started spitting or just not working, so if we added not salt it wouldn`t properly work, and some salt added it won`t work either. :/",1,2021
1101717,2021 / 01,HUMIDIFICATION-PHARMACY,4,Very easy to operate.,1,2021
1101718,2021 / 01,HUMIDIFICATION-PHARMACY,5,I love these things. My family is always suffering from congestion because of allergies etc. these little babies are the bomb! They help so much!,1,2021
1101720,2021 / 01,HUMIDIFICATION-PHARMACY,5,Product is prefect,1,2021
1101758,2021 / 01,HUMIDIFICATION-PHARMACY,5,Super portable! Grab n go when I travel too.,1,2021
1101765,2021 / 01,HUMIDIFICATION-PHARMACY,2,Cheap,1,2021
1101785,2021 / 01,HUMIDIFICATION-PHARMACY,5,Great product quite and easy to use,1,2021
1101786,2021 / 01,HUMIDIFICATION-PHARMACY,5,"I have a furnace humidifier, but it`s never helped my night time congestion. I often had a raw, bloody nose. This warm-mist humidifier is only used in my bedroom. It`s amazing how much it`s helped me. Of course, I keep my bedroom door closed at night to concentrate the humidity.",1,2021
1101787,2021 / 01,HUMIDIFICATION-PHARMACY,1,"Broken leaked, messed up my table",1,2021
1101788,2021 / 01,HUMIDIFICATION-PHARMACY,5,Louder than other humidifier we have... thankful it is easy to clean because we have hard water. After 3-4 weeks of continuous use it must be cleaned. Really appreciate the automatic shut off.,1,2021
1101823,2021 / 01,HUMIDIFICATION-PHARMACY,4,"I really love the design, fits nicely in any space",1,2021
1101833,2021 / 01,HUMIDIFICATION-PHARMACY,5,This item is perfect for us because we are usually stuffy from having the heat on Likes ConstructionDesignReliabilityFeaturesFor kidsFitFilterFillingModeMistOperationMoistureWaterTankMaintenance,1,2021
1101834,2021 / 01,HUMIDIFICATION-PHARMACY,5,This is so nice and the size is awesome so portable and you can bring it with you any where and it works very well Likes For seasonInstructionsFor allergiesSetupSize,1,2021
1101835,2021 / 01,HUMIDIFICATION-PHARMACY,5,"This is my favorite type of warm air humidifier. I always buy an extra one, just in case something happens to our main unit. Cleaning this is a breeze, and it truly lasts all night long, even on high. The light is a tad on the bright side, but it`s easy enough to turn the unit towards the wall to help block some of it.",1,2021
1101837,2021 / 01,HUMIDIFICATION-PHARMACY,5,I felt the difference immediately. This was a great investment. Now I can breathe at night.,1,2021
1101838,2021 / 01,HUMIDIFICATION-PHARMACY,2,"I brought this not even 6 weeks ago. I use it in my bedroom when I feel that the air is too dry. It`s got distilled water and I don`t use it every night. I was satisfied with it while it was working. Turn it on last night, it gave a groan and that was it. DONE! No mist, no motor running. For the price, it`s not worth it.",1,2021
1101847,2021 / 01,HUMIDIFICATION-PHARMACY,3,Still get the same mold in my ultrasonic humidifier after using this cleaner for a few days. A bit expensive.,1,2021
1101855,2021 / 01,HUMIDIFICATION-PHARMACY,5,Love this product,1,2021
1101856,2021 / 01,HUMIDIFICATION-PHARMACY,5,I love these vicks pads! So easy to use and different scents available are great!,1,2021
1101869,2021 / 01,HUMIDIFICATION-PHARMACY,3,"This humidifier worked really well... until it didn`t.The unit was fairly easy to clean, although it seemed to accumulate pink/red bacteria a lot (and required A LOT of Qtips to clean completely). The unit was quiet, and usually lasted for a day and a half to two days on about 50%.But now when I turn the unit on, the motor makes a loud, constant buzzing noise, meaning that something is clearly going out on it. Time to find a new one, won`t be buying this one again.",1,2021
1101877,2021 / 01,HUMIDIFICATION-PHARMACY,5,"I love this , helped my baby and myself sleep when sick. Great valve for your money!",1,2021
1101878,2021 / 01,HUMIDIFICATION-PHARMACY,5,I love the product I just wish that had more pads for the price,1,2021
1101881,2021 / 01,HUMIDIFICATION-PHARMACY,5,I wish they were more in the package,1,2021
1101882,2021 / 01,HUMIDIFICATION-PHARMACY,5,Works good in my machine,1,2021
1101891,2021 / 01,HUMIDIFICATION-PHARMACY,1,"Your browser does not support HTML5 video. We do like Vicks products so we bought two of this vaporizer for our newborn however with this specific item was different. It does work couple of times and then it seems like needing more salt, we added salt accordingly to the manufacture manual and started spitting or just not working, so if we added not salt it wouldnt properly work, and some salt added it wont work either. :/",1,2021
1101903,2021 / 01,HUMIDIFICATION-PHARMACY,5,I love this humidifier. It`s extremely simple to use and works really well. It got rid of my red eyes and dry skin I had in my ears due to too much dry air in my house before. I don`t have any eye issues anymore and my ears are healing. It`s easy to carry and does it job extremely well. It`s a game changer.,1,2021
1101904,2021 / 01,HUMIDIFICATION-PHARMACY,4,Very large tank that is easy to fit your hand in to wipe out and use is super simple - fill it up turn it on. You can hear the water bubbling more in this one. If you`re someone who always has to go when you hear running water this might not be the product for you.,1,2021
1101907,2021 / 01,HUMIDIFICATION-PHARMACY,3,"Maybe its a great product, but for sure not a one-size-fits-all situation. Just make sure the hole is big enough!",1,2021
1101938,2021 / 01,HUMIDIFICATION-PHARMACY,5,These are lifesavers for kids. I keep them in stock for my son who is under 6 and cannot have nighttime medications. These keep his cough quiet so he can sleep when he has a cold and helps with the nasal drainage to prevent the coughing and it all works without any medications. When he has a bad cold I will change these out when he starts coughing again and it quiets it back down to sleep through the night. These have been a huge help since he was little and had RSV at 10 weeks old and I have been using them ever since.,1,2021
1101955,2021 / 01,HUMIDIFICATION-PHARMACY,5,Good quality easy to use not too noisy ...a little gurgle of water every once in a while but nothing annoying good size for bedroom,1,2021
1101956,2021 / 01,HUMIDIFICATION-PHARMACY,5,This humidifier used with the Vicks VapoPads helps me get the uninterrupted sleep I need each night.,1,2021
1101957,2021 / 01,HUMIDIFICATION-PHARMACY,1,This item broke a few months after I got it. I didnt bother doing my review because I was aggravated. Its really a piece of garbage.,1,2021
1101961,2021 / 01,HUMIDIFICATION-PHARMACY,1,"I will be returning. There is a label on the side that says it will not allow humidity to go over 55% as it could damage walls, etc. Im not sure if I just got e defective one, but this thing barely makes any mist/steam. I used it In a 27x27x66 well sealed area, but I could never get the humidity up enough. no gauges on this one. Goes thru water very fast as well, I would not want to leave this thing alone for 12 hours, and I need something that can go on its own. This was not it. This didnt work for what I needed it for, and I tried it bedside, but it wont even build condensation on the palm of my hand when I put my hand directly over it, let alone humidify a bedroom. Going back. I got a sonic one, with a gauge so I can set it and forget it, and that produces more mist with less water for longer. There is no comparison from that to this. Sorry vicks-I tried u cause you are a name brand, but you let me down:(",1,2021
1101962,2021 / 01,HUMIDIFICATION-PHARMACY,1,Disappointed Use this item 4 times before it Completely stop working.Not recommended.,1,2021
1101963,2021 / 01,HUMIDIFICATION-PHARMACY,3,Easy to use humidifier but it`s just too loud. Not suitable for bedroom use. Woken up by it multiple times at night.,1,2021
1101964,2021 / 01,HUMIDIFICATION-PHARMACY,5,So far so good! Using this has helped put humidity into the dry indoor winter air and makes sleeping easier. I also don`t wake up with a dry throat.,1,2021
1101965,2021 / 01,HUMIDIFICATION-PHARMACY,2,"Lasted about 3 years then it fried. There`s no resistor or fuse that I can replace to keep it going, so I must buy a new one. When it was working it worked okay, it`s fairly quiet, but it did leak water several times on my floor. Going to go with a different brand for my next purchase.",1,2021
1101966,2021 / 01,HUMIDIFICATION-PHARMACY,4,Easy to use.,1,2021
1101979,2021 / 01,HUMIDIFICATION-PHARMACY,5,"This is such a great humidifier, for all of yall saying it molds and all that its kinda common sense to get some kind of water protectant to keep it from molding. It is a HUMIDIFIER, something that always sits in water no matter what so without some kind of treatment to protect the water from getting moldy it will 100% get moldy its common sense. I use the PROTEC brand fish things to keep mine from ever molding they last for a month u just have to replace them. Ive only had my humidifier get grungy maybe one time in the MONTHS I have had it and as soon as I put a treatment in it, the grunge immidiately goes away and it never has mold. I have never had to physically clean my humidifier before, EVER.",1,2021
1101980,2021 / 01,HUMIDIFICATION-PHARMACY,5,"I am about 4months pregnant & caught a terrible cold. I was having trouble sleeping at night despite my medicine because I felt like I couldnt breath from how congested I was. I slept like a baby first night of use! It was so simple to set up, the directions were clear. I followed them exactly & it lasted ALL NIGHT surprisingly. I didnt have to get up in the middle of the night to add more water or to add another vicks VapoPad. I am amazed at this humidifier would def recommend.",1,2021
1101982,2021 / 01,HUMIDIFICATION-PHARMACY,5,"Best one I`ve owned so far , as for cleaning the hard water off of the heating element there all kinda difficult",1,2021
1101983,2021 / 01,HUMIDIFICATION-PHARMACY,2,Really irritating that it cant be filled in my sink!,1,2021
1101984,2021 / 01,HUMIDIFICATION-PHARMACY,3,"Emits a weird plastic smell. Maybe that goes away in time? I had to stop using it because of the odd burnt plastic smell. Sure, unit is easy to use and functions fine. Is quiet enough. Chugs out the vapor faster than other brands. This is the first one Ive purchased that is a warm mist. I dont like it. It feels like a stifling hot room in need of fresh air. Was hard to breathe normally. Felt like a nasty humid southern summer night just begging for the rain to finally show up and cool everything off - but there is no rain.",1,2021
1102000,2021 / 01,HUMIDIFICATION-PHARMACY,5,It was so cute I dove right in. I have a Vicks humidifier with a small opening on the bottom. Front of package and description clearly says Works in most humidifiers. I will try to find a home for it. Although I was wondering how cute they would be in a small tank with a filter running.,1,2021
1102001,2021 / 01,HUMIDIFICATION-PHARMACY,5,Lo necesito para el dormitorio de mi hijo le ayuda mucho a respirar mejor,1,2021
1102002,2021 / 01,HUMIDIFICATION-PHARMACY,5,"I`ve been using this vaporizer now for over a month. It is extremely quiet so we don`t even know its running. We fill it once a day. It has cut down so much on the static electricity in our house, which is the reason we purchased it. We haven`t used it for medicinal purposes so I can`t weigh in on that. I highly recommend this product. Thank you",1,2021
1102006,2021 / 01,HUMIDIFICATION-PHARMACY,3,"I bought this to prevent the pink mold that ends up on water well on the humidifier. It does stop the mold,but mineral deposits end up on the machine. For the price, it`s not really worth it.",1,2021
1102007,2021 / 01,HUMIDIFICATION-PHARMACY,3,"This item does it`s job, fits, the holders , in most humidifiers, but way over priced..double what the competition is !!! Go fish , half the price..",1,2021
1102010,2021 / 01,HUMIDIFICATION-PHARMACY,1,Not worth it at allSteam even doesnt come out very hell product,1,2021
1102011,2021 / 01,HUMIDIFICATION-PHARMACY,4,"Works beautifully, lasts all night. Small, so must be refilled every day. Doesn`t collect much hard-water residue.",1,2021
1102012,2021 / 01,HUMIDIFICATION-PHARMACY,1,"This was sold to me as new. It has been used. Dirty, full of dust. Looks like someone got it used it once and returned it !!",1,2021
1102035,2021 / 01,HUMIDIFICATION-PHARMACY,5,"It has been awhile since I used this product (as you can tell from the original package expiration date). Different product/package design, but works the same. Using in a VICKS Cool Mist Humidifier, Model 3500NJUV. 1 has definitely lasted more than 8 hours. Room size will definitely affect the menthol `fragrance`. Would definitely consider buying again in the future.",1,2021
1102039,2021 / 01,HUMIDIFICATION-PHARMACY,2,"I bought this is 2019 and first year it worked fine but now it gives low reading compared to other units I have and even placing it next to humidifier does not do anything, I put new batteries in it and still the same. Don`t waste money on this unit. I am sorry I bought it now. Example: another unit will tell me humidity is 45% this one says it is 29% and no way to get it to read better. Frankly I have have seen other units that read better for less money so do not wast yours on this...",1,2021
1102040,2021 / 01,HUMIDIFICATION-PHARMACY,1,Even though my water is very hard I had to add salt to this to get it to work at all. This is recommended in the manual as well. It seems conterproductive to add salt to a unit to humidify the air. I threw it away. I bought this waiting in line at a drug store so no verified review here. But wanted to warn others.,1,2021
1102042,2021 / 01,HUMIDIFICATION-PHARMACY,2,Only used this for winter months and it stopped working after 2 years.....it was a good product when working I just expected it to last longer,1,2021
1102043,2021 / 01,HUMIDIFICATION-PHARMACY,4,Makes a little noise but I believe that is to be expected with the heating element. Light is totally not bright enough to be of concern it will keep you awake at night. So far so good.,1,2021
1102044,2021 / 01,HUMIDIFICATION-PHARMACY,5,"After my first night using it, I felt a million times better when I woke up. I was breathing normally for the first time after waking up in a long time. The two settings are nice, over time the first setting will get the job done but if you want you room humid faster the second setting does the trick. You can notice the difference and its definitely a preference thing, obviously the second setting is more moisture. The noise isn`t bad, especially if you like white noise, but other than that it really isn`t bad. This thing was life changing is all honesty.",1,2021
1102045,2021 / 01,HUMIDIFICATION-PHARMACY,4,I was hesitant buying this because I read reviews about the humidifier emitting a plastic odor. I havent had this problem. Ive been using the humidifier for a week and its almost perfect for me. The reason for 4 stars rather than 5 is because ideally Id like a larger water tank. Other than that Im very happy with the purchase.,1,2021
1102052,2021 / 01,HUMIDIFICATION-PHARMACY,5,"These little fish do the same job , as their competitors, @ half the price !!! Very easy to use, last just as long , and are cute 2 watch..",1,2021
1102079,2021 / 01,HUMIDIFICATION-PHARMACY,5,"I love this humidifier, especially for the vics pocket. It lasts about 12 hours and is easy to refill. I can definitely feel a difference and I would definitely buy again!",1,2021
1102081,2021 / 01,HUMIDIFICATION-PHARMACY,5,Works great to help keep sinuses from drying out especially with gas heat,1,2021
1102082,2021 / 01,HUMIDIFICATION-PHARMACY,5,Love it! This has so helped my kids with their stuffy little noses! Super recommended!!,1,2021
1102103,2021 / 01,HUMIDIFICATION-PHARMACY,1,"At first I thought this thing was awesome! It`s smal and appears to produce the same amount of steam/mist as the bigger ones. Now, it`s been about a month and the motor sounds awful, super loud, and makes a whining sound.",1,2021
1102104,2021 / 01,HUMIDIFICATION-PHARMACY,5,Love it. Calms my cough and helps calm my bronchitis.,1,2021
1102105,2021 / 01,HUMIDIFICATION-PHARMACY,5,"Quiet, warm steam, works great for my grandson asthma Likes CoughSteamSimplicityEase of useSize",1,2021
1102107,2021 / 01,HUMIDIFICATION-PHARMACY,1,Have had this 2 weeks and it won`t put out any moisture. We do have very hard water and I cleaned it with vinegar. Let it set for 2 hours (instead of the 30 minutes it recommended) and purchased a new filter. Still nothing. Would not recommend if you have very hard water. Likes InstructionsFeaturesOperationFit Dislikes Reliability,1,2021
1102127,2021 / 01,HUMIDIFICATION-PHARMACY,5,Ayuda mucho me encanta este producto,1,2021
1102141,2021 / 01,HUMIDIFICATION-PHARMACY,5,I use this 8n my sons room.every night and helps his breathing a lot u got when he got the croup and it`s the only thing that got him threw the night helped him breath an sleep so we continued to use it every night and u can control the amount of mist that comes out,1,2021
1102142,2021 / 01,HUMIDIFICATION-PHARMACY,3,"This is my 3rd one of this brand. This one, however, has a HORRIBLE odor each time I use it. I cleaned it before 1st use as always vinegar solution first, then soap and water. The smell of overpowering plastic is horrendous. It even over powers essential oils placed in it. Each time I take the fill tank off to fill and go to replace it, it is a constant struggle to get it to sit down into the unit completely. Of all 3 units, this being the 3rd, this is the only one that has a handle that sits down into the unit, not sure if that is the problem or not, but know that things do not line up. This will be my last Vicks unit, ever. The stress of dealing with Amazon or the seller isn`t worth the hassle for me to waste my time further. Beware, newer model is not like prior, which were worthy of purchase.",1,2021
1102143,2021 / 01,HUMIDIFICATION-PHARMACY,4,Works perfect just a touch difficult to clean.,1,2021
1102145,2021 / 01,HUMIDIFICATION-PHARMACY,5,"I got this as a Xmas gift for my Dad. He has had sinus and allergy issues his entire life. This thing works great and its a great price. Highly recommend! Dont be fooled by that how do you see on television for that other device that is over $100. This is just as good, in fact better.",1,2021
1102152,2021 / 01,HUMIDIFICATION-PHARMACY,5,"This is a nice little humidifier. I live in a 100 year old hotel turned into apartments and it`s so dry in every room of my apartment. I have countless humidifiers to keep me (and my plants) happy and this is probably my favorite because of how quiet it is. Some humidifiers really make some noise when they`re going and this one is silent. It holds a lot of water and can run for a ful day, so I`ve worked refilling it into my nightly routine. As with other Vicks humidifiers, it has built-in features to use with other Vicks items. I like this because I do have quite a few Vicks items, especially with reviewing. It`s a good size, super easy to set-up, and understand. The price is exactly what I would expect it to be and what I would pay for this. I`m very happy with this and recommend it to anyone looking for a humidifier, especially a quiet one!",1,2021
1102156,2021 / 01,HUMIDIFICATION-PHARMACY,5,Love the exceptional warm steam. Lasts all night. Adding salt is important to work well. Does leave black specks in water but is normal from diodes.,1,2021
1102157,2021 / 01,HUMIDIFICATION-PHARMACY,5,love this this is for me as an adult love the sz of it and the way it steams. ty fas shipping too,1,2021
1102161,2021 / 01,HUMIDIFICATION-PHARMACY,5,"Easy to use and I like not having a filter. I clean the unit with vinegar when theres too much build up. Im in the desert, its amazing how much using this at night can raise the temperature.",1,2021
1102170,2021 / 01,HUMIDIFICATION-PHARMACY,5,Easy to use and very helpful for little ones trying to sleep!,1,2021
1102177,2021 / 01,HUMIDIFICATION-PHARMACY,2,"does reduce some pink slime on first fill and use, but after one refill its effectiveness has gone down quite a bit",1,2021
1102181,2021 / 01,HUMIDIFICATION-PHARMACY,5,Small and does not need water also serves as a night light,1,2021
1102188,2021 / 01,HUMIDIFICATION-PHARMACY,5,Excellent product. VERY quiet. Works flawlessly.,1,2021
1102189,2021 / 01,HUMIDIFICATION-PHARMACY,4,It works well but its a pain to refill and you have to refill often.,1,2021
1102190,2021 / 01,HUMIDIFICATION-PHARMACY,2,"It`s OK, not like I imagined as far as steam, it`s just a bit bigger than the small plug in`s kind of have to be right on it to feel any benefits. I got it because the big vaporizer makes our bedroom hot, and I thought this would help my sinuses clogging at night. It`s not powerful enough, and doesn`t shoot steam which would be helpful",1,2021
1102192,2021 / 01,HUMIDIFICATION-PHARMACY,5,I have been using the Vicks Humidifier for a while without the oil pads for menthol and found very little benefit. I added them last night and they made a huge difference for both my wife and me.,1,2021
1102198,2021 / 01,HUMIDIFICATION-PHARMACY,5,Great product really helps with the breathing,1,2021
1102199,2021 / 01,HUMIDIFICATION-PHARMACY,5,"I don`t leave many reviews, but felt this deserved on. As a long time allergy and sinus sufferer, tonight I`m asking myself where has this device been all these years. Absolutely love it! If you take showers to get sinus relief, this is like an instant steamy shower for your nasal passages without the hassle and water waste of running the shower. Highly recommend this thing! Likes FeelingEffectivenessPackageCoughForm",1,2021
1102200,2021 / 01,HUMIDIFICATION-PHARMACY,2,My dislike was it was small I would like it to have been a little bit bigger.The Steam was very little and for water it could have hold more water.,1,2021
1102201,2021 / 01,HUMIDIFICATION-PHARMACY,2,Gets hot. Always hot to the touch when I unplug it.,1,2021
1102208,2021 / 01,HUMIDIFICATION-PHARMACY,2,"It`s OK, not like I imagined as far as steam, it`s just a bit bigger than the small plug in`s kind of have to be right on it to feel any benefits. I got it because the big vaporizer makes our bedroom hot, and I thought this would help my sinuses clogging at night. It`s not powerful enough, and doesn`t shoot steam which would be helpful",1,2021
1102209,2021 / 01,HUMIDIFICATION-PHARMACY,5,Love the warm mist. It is especially good for Covid-19 sufferers as it eases the effects on the lungs. This is a must-have if you live in very dry climates.,1,2021
1102210,2021 / 01,HUMIDIFICATION-PHARMACY,4,Was pleased to find it is possible to actually clean this. In fact it is incredibly easy to clean. You can break it down to the heating part to clean without tools or removing screws. Brilliant design.It`s easy to use. Fairly quiet. And a huge help to my lil one`s room.,1,2021
